"Brand","Model","Model_year","Mileage","Horsepower","Accident","Price"
"Hyundai","Genesis Coupe 3.8 Grand Touring",2011,165454,306,1,4000
"Ford","F-150 XLT",2018,98000,375,1,25500
"Hyundai","Tucson Limited",2020,39913,NA,0,22749
"Ford","Mustang V6",2013,147191,305,1,12990
"BMW","435 i",2014,53600,300,0,25980
"Dodge","Challenger R/T",2010,100100,NA,0,17000
"Mercedes-Benz","AMG G 63 Base",2020,1750,577,0,199995
"Dodge","Challenger SRT Hellcat",2020,2750,797,0,104500
"Porsche","Boxster Base",2013,40800,265,0,35500
"Porsche","Macan Base",2018,36798,NA,1,49500
"Ford","F-250 XL",2021,77699,NA,NA,49883
"Ford","Mustang GT",2010,87500,315,1,14900
"Chevrolet","Suburban LT",2020,93000,355,0,38500
"Mercedes-Benz","C-Class C 300 4MATIC",2018,41515,NA,0,28251
"RAM","1500 Classic Warlock",2019,19000,NA,1,33242
"Toyota","Sequoia SR5",2023,1539,NA,1,76373
"BMW","M5 Base",2018,31090,600,1,68000
"Mazda","Mazda3 FWD w/Premium Package",2022,21701,NA,0,25099
"Nissan","Rogue SL",2016,97726,NA,1,15998
"Audi","A7 3.0T Prestige",2015,73000,240,0,34000
"Genesis","G80 3.8",2020,23600,311,0,31900
"Rolls-Royce","Ghost Base",2016,8755,563,0,166900
"BMW","M6 Gran Coupe Base",2019,20500,560,0,67900
"Ford","Mustang V6",2013,57912,305,1,18750
"BMW","650 i",2009,35000,360,0,18500
"Nissan","Leaf SV PLUS",2023,7089,214,1,29895
"Lincoln","MKC Reserve",2019,35469,NA,NA,30890
"Kia","Telluride EX",2022,14676,NA,0,46787
"Lincoln","Navigator Reserve",2022,13750,440,0,79999
"Mercedes-Benz","S-Class S 550 4MATIC",2015,13300,449,0,62500
"Chevrolet","Suburban LT",2017,117000,NA,0,27000
"Audi","A7 55 Premium",2020,27100,335,0,50000
"Ford","Mustang EcoBoost Premium",2017,89352,310,1,20989
"Chevrolet","Cruze LS",2018,100000,153,1,8500
"Land","Rover Range Rover HSE SWB",2020,16000,395,0,75500
"Land","Rover Defender S",2023,15200,296,0,62999
"BMW","650 i",2012,39960,400,0,38995
"Ford","Mustang Base",2008,119000,210,1,13500
"Kia","K5 GT-Line",2022,10971,NA,0,29998
"Mazda","Mazda3 i Touring",2014,118500,155,1,11500
"Kia","Stinger GT1",2021,8288,365,0,45899
"Chevrolet","Camaro ZL1",2023,2950,650,0,74500
"Mercedes-Benz","AMG G 63 Base",2017,73000,563,1,78000
"Ford","Thunderbird Premium",2005,82000,280,0,14900
"Audi","e-tron Prestige",2019,7874,NA,0,38999
"GMC","Sierra 1500 SLT",2017,49105,420,0,39750
"Kia","Telluride LX",2023,5500,291,0,40000
"Chevrolet","Corvette Base",2005,36700,400,0,26000
"BMW","650 i",2014,40000,445,0,34000
"Nissan","Rogue SL",2017,78110,170,NA,17500
"GMC","Acadia Denali",2015,74864,288,0,19780
"Cadillac","Escalade Premium Luxury Platinum",2021,15350,420,0,93500
"Nissan","GT-R Premium",2010,46100,485,0,72999
"Toyota","Highlander XLE",2018,61454,295,0,31000
"BMW","X7 xDrive40i",2020,45241,335,0,54500
"INFINITI","QX60 Base",2018,48000,295,0,27000
"Lexus","IS 250C Base",2010,68500,204,0,18500
"GMC","Sierra 1500 Denali",2019,43433,NA,0,51899
"Chevrolet","SSR Base",2005,122961,NA,0,20995
"Dodge","Challenger R/T",2014,92861,375,0,19750
"Hyundai","Equus Signature",2016,72000,429,0,21400
"Lamborghini","Aventador SVJ Base",2019,6929,759,0,649999
"Ford","Mustang GT",2003,83000,260,0,10500
"Audi","e-tron Premium",2021,18031,NA,0,39599
"Toyota","Sequoia Limited",2023,8200,437,0,78900
"Land","Rover Range Rover Sport HST MHEV",2020,19000,395,NA,74900
"Jeep","Grand Cherokee L Limited",2022,12875,NA,0,42599
"Maserati","GranTurismo Sport",2015,32000,454,0,36000
"BMW","M5 Base",2013,61145,560,1,37500
"Mercedes-Benz","C-Class 4MATIC Sedan",2022,9612,NA,0,43900
"Land","Rover Range Rover Sport First Edition",2023,3534,NA,0,143998
"Ford","F-150 Lariat",2011,152000,365,0,14000
"Audi","A4 2.0T Premium",2012,129567,211,0,7000
"BMW","540 i xDrive",2019,36000,335,1,41995
"BMW","X6 xDrive35i",2009,92008,300,0,12500
"Ford","Mustang Base",1998,63900,150,0,10300
"Toyota","Sequoia Limited",2012,150900,381,0,17500
"Dodge","Challenger R/T Scat Pack",2019,43000,NA,0,50000
"Land","Rover Range Rover 3.0L Supercharged",2018,38020,NA,0,63998
"Audi","Q8 55 Premium Plus",2021,14750,335,0,61059
"Subaru","WRX Base",2015,52500,268,0,23000
"Chevrolet","Suburban LT",2017,207571,355,1,21000
"INFINITI","QX60 Pure",2020,39000,295,0,29900
"Porsche","Cayman Base",2011,66000,265,NA,28000
"INFINITI","QX60 Base",2017,93500,295,0,16000
"BMW","M4 Base",2018,7200,425,0,64000
"Maserati","MC20 MC20",2022,1220,NA,0,238900
"Land","Rover Defender SE",2023,8421,395,0,90000
"BMW","M8 Base",2020,25520,NA,0,84900
"Tesla","Model Y Performance",2020,30554,NA,0,41999
"Volvo","C40 Recharge Pure Electric Twin Ultimate",2023,17000,402,0,54900
"Mercedes-Benz","SL-Class SL 550",2011,41314,382,1,30999
"Land","Rover Range Rover P525 HSE SWB",2020,49899,518,1,64500
"Ford","Escape XLT",2012,186268,240,0,4500
"Lexus","ES 350 Base",2016,51335,268,1,25995
"Porsche","718 Boxster GTS",2019,10400,365,0,99750
"Mercedes-Benz","G-Class G 550",2020,20622,NA,0,142998
"RAM","1500 Big Horn",2022,19376,NA,0,45861
"Audi","R8 5.2 V10 performance",2020,12245,NA,0,187900
"Mitsubishi","Lancer Evolution IX",2006,77000,286,0,57000
"Acura","TL Technology",2013,40000,280,0,24000
"Cadillac","CTS Luxury",2012,113000,270,0,10000
"Chevrolet","Camaro 1SS",2022,7600,455,1,46000
"Toyota","Camry Hybrid LE",2022,20400,208,0,29900
"Ford","Transit-350 XLT",2019,115000,310,0,39000
"Lexus","RX 450h Base",2012,239000,295,0,7000
"Jaguar","F-TYPE V6 S",2014,62194,NA,0,32998
"Jeep","Wrangler Sahara",2020,22138,NA,0,38598
"Porsche","718 Boxster S",2017,48900,350,0,62500
"Audi","R8 5.2",2014,21800,525,0,117000
"Lincoln","MKZ Base",2016,68200,300,1,16750
"Chevrolet","S-10 LS Crew Cab",2001,139000,190,0,7000
"Mercedes-Benz","G-Class G 550 4MATIC",2021,76100,416,0,130000
"Lexus","RX 350 RX 350 F SPORT Handling",2022,14330,NA,0,54998
"BMW","750 i xDrive",2019,41906,445,1,45999
"Chevrolet","Camaro 2SS",2016,164000,455,0,21500
"Ford","Fusion Hybrid SE",2013,161933,NA,0,7945
"Hyundai","Santa Cruz 2.5T Limited",2022,22829,NA,0,34580
"Lexus","RX 350 F Sport",2023,5483,NA,0,59950
"Land","Rover Range Rover Evoque S",2020,46891,246,1,31000
"Chevrolet","Suburban LT",2019,72000,355,1,39000
"Porsche","718 Spyder Base",2020,3400,414,0,129900
"Chevrolet","Camaro 1LT",2021,18000,335,1,30000
"Jeep","Gladiator Freedom",2021,30630,NA,0,39998
"Toyota","Tacoma Double Cab",2007,24985,236,NA,33580
"GMC","Yukon Denali Ultimate",2023,9978,420,0,93999
"Ford","Shelby GT350R Base",2018,18500,526,1,77999
"Cadillac","Escalade Premium Luxury Platinum",2021,72843,NA,0,79990
"Buick","LaCrosse Base",2017,67500,310,0,20000
"Tesla","Model X Long Range Plus",2020,43534,534,0,65990
"Mercedes-Benz","E-Class E 300 4MATIC",2017,36900,241,0,28500
"Chevrolet","Tahoe LT",2017,61720,NA,1,39998
"Kia","Telluride EX",2022,35938,NA,0,43329
"Toyota","Tundra Hybrid Limited",2023,10748,NA,0,63100
"Audi","S8 4.0T quattro",2023,4457,NA,0,107900
"Nissan","Armada Platinum",2018,108206,NA,1,26498
"Land","Rover Discovery HSE",2020,32705,NA,0,46598
"Kia","Telluride S",2020,74026,NA,0,32913
"Lexus","GS 350 F Sport",2020,24651,NA,0,45950
"BMW","X6 xDrive40i",2022,13000,335,0,69000
"Land","Rover Range Rover P400 SE SWB",2023,11700,395,0,133500
"Chevrolet","Silverado 3500 High Country",2015,77500,397,0,54000
"Maserati","Quattroporte Sport GT",2007,82000,394,1,7999
"Dodge","Viper GTC",2017,1389,645,0,489995
"Ford","Expedition Limited",2021,29830,NA,0,55329
"Mazda","Mazda6 i Grand Touring",2016,83100,NA,0,17800
"Kia","Optima LX",2019,62660,185,0,16500
"Land","Rover Range Rover Sport SVR",2018,56006,575,0,59000
"Lexus","RX 450h F SPORT Handling",2021,31365,NA,0,52998
"Lincoln","Town Car Base",2004,27600,239,0,14900
"Honda","Civic Si",2012,47245,201,0,19600
"Lexus","RX 450h Base",2017,73948,308,0,31990
"RAM","1500 Classic Warlock",2019,36757,NA,0,31953
"Tesla","Model Y Long Range",2023,4786,425,0,48000
"Audi","RS 3 2.5T",2023,1900,401,0,78900
"Hyundai","Genesis Coupe 3.8 R-Spec",2014,52060,348,1,15000
"Porsche","Boxster RS 60 Spyder",2008,58000,303,0,41500
"Ford","F-250 XLT",2010,52246,NA,0,26095
"Kia","Sorento EX",2016,64290,NA,0,16999
"Nissan","370Z Touring",2009,37500,332,0,21500
"Genesis","G70 2.0T",2023,2121,252,0,40750
"Land","Rover Range Rover Sport Supercharged",2013,57000,510,0,26000
"Mercedes-Benz","S-Class S 560 4MATIC",2020,22000,463,0,69500
"Ford","Bronco Wildtrak Advanced",2023,2000,315,0,66500
"RAM","1500 SLT",2018,61802,305,0,32000
"Dodge","Challenger R/T",2010,73000,NA,0,17500
"Chevrolet","Sonic LT",2013,110000,NA,0,7500
"Jeep","Grand Cherokee Laredo",2013,106700,290,0,13500
"Audi","RS 5 4.2",2013,75965,450,1,35999
"Jeep","Grand Cherokee L Overland",2022,31804,NA,1,48995
"Mazda","MX-5 Miata Base",1992,125800,NA,0,11500
"Chrysler","Crossfire Limited",2005,116320,215,1,6000
"Audi","S5 4.2 Premium Plus",2011,156875,354,1,9900
"Tesla","Model X Base",2023,197,670,0,85000
"Cadillac","CT4 Luxury",2020,35200,237,0,28500
"Maserati","Ghibli S Q4",2014,76000,404,0,19000
"Jaguar","F-PACE 25t Premium",2019,29000,247,0,34500
"BMW","750 i xDrive",2019,33499,445,1,44495
"Acura","TLX V6 Advance",2019,25779,NA,1,30999
"GMC","Terrain SLT-1",2015,76296,182,1,9500
"BMW","i3 Base w/Range Extender",2014,29553,170,0,12800
"Nissan","Versa 1.8 S",2011,109902,122,0,4500
"Mercedes-Benz","C-Class C 300 4MATIC",2019,23083,255,0,33500
"Toyota","Matrix XRS",2003,143600,180,0,4199
"RAM","1500 Limited",2021,22000,395,0,54800
"Mercedes-Benz","AMG E 53 Base 4MATIC",2022,13000,429,0,81500
"Audi","A5 2.0T Premium",2018,53000,252,1,28000
"Lincoln","Navigator Reserve",2019,44741,450,0,52999
"Audi","A6 3.2 quattro",2008,202000,255,1,5700
"Chevrolet","Silverado 1500 LT Crew Cab",2006,215000,345,1,6995
"Mercedes-Benz","S-Class S 560",2019,77138,NA,0,49998
"Volvo","XC90 T6 Momentum",2018,90641,NA,0,25999
"Toyota","Camry SE",2011,177702,179,1,7700
"Mercedes-Benz","Metris Base",2018,58350,208,0,29497
"Chevrolet","Camaro 2LT",2010,86170,304,1,17000
"Mazda","MX-5 Miata Grand Touring",2012,36568,167,1,20199
"Ford","Escape SE",2015,54357,173,0,16250
"Mercedes-Benz","S-Class S 63 AMG",2015,20394,NA,1,59598
"Kia","Niro EX",2023,7578,NA,0,31113
"Porsche","Boxster Base",2010,64800,255,1,20900
"Toyota","4Runner Trail",2016,117780,270,0,27750
"Hyundai","Kona EV SEL",2019,33100,201,0,18200
"Land","Rover Range Rover Evoque SE",2016,86202,240,0,18750
"Ford","E350 Super Duty XLT",2012,163000,255,0,19550
"Mercedes-Benz","SL-Class SL500 Roadster",2004,35400,302,0,24900
"Jeep","Compass Trailhawk",2018,31000,180,0,22000
"Mercedes-Benz","S-Class S 560 4MATIC",2018,103069,NA,0,40998
"Mercedes-Benz","G-Class G 550 4MATIC",2021,22480,416,0,135800
"Tesla","Model X P90D",2016,91000,691,0,39500
"Lexus","IS-F Base",2010,41500,416,1,44800
"BMW","335 i",2010,91545,300,0,13000
"Audi","RS 7 4.0T",2022,4100,591,0,162500
"Buick","Lucerne CXL",2006,110000,275,0,5000
"Lincoln","MKX Reserve",2016,88000,335,0,18500
"Nissan","Armada Platinum",2018,42833,390,0,37000
"Porsche","911 Carrera",2020,23278,NA,0,114998
"Mercedes-Benz","E-Class 400E",1993,106983,NA,0,15300
"BMW","435 Gran Coupe i",2015,60100,300,0,24995
"Jeep","Wagoneer Series III",2022,17381,NA,0,69685
"Cadillac","ATS 2.5L",2013,63172,202,1,12995
"Ford","Transit Connect XLT",2010,72000,136,1,10900
"Kia","EV6 GT-Line",2022,4820,320,0,47500
"Audi","S5 3.0T Premium Plus",2014,67900,333,NA,25990
"Toyota","Tundra SR",2018,51000,381,0,38000
"Jeep","Wrangler Unlimited Freedom Edition",2013,54500,285,0,35000
"Maserati","Quattroporte Base",2006,61840,394,0,16500
"Mercedes-Benz","CLS-Class CLS500",2006,28950,302,NA,16750
"GMC","Sierra 3500 SLE",2002,300000,300,1,5000
"Nissan","Frontier SL",2011,103400,261,1,17000
"BMW","M5 Base",2023,816,NA,0,109900
"Porsche","911 R",2016,719,NA,0,489000
"Land","Rover Defender X-Dynamic SE",2023,3678,NA,0,81998
"Ford","F-150 XL",2016,107000,385,1,22000
"BMW","M8 Competition",2022,5018,NA,0,114998
"Porsche","911 Carrera S",2010,13850,385,0,71400
"Volvo","XC70 3.2",2008,46700,235,NA,11400
"Chrysler","300 Touring",2021,21478,NA,0,27798
"Honda","Insight EX",2020,64200,151,1,20499
"Porsche","Cayman S",2006,31075,NA,0,36250
"Tesla","Model Y Performance",2022,25250,455,0,47800
"BMW","M5 Competition",2020,35400,617,0,71950
"Audi","S4 4.2 quattro",2004,74030,340,0,16000
"Ford","F-250 Platinum",2021,48549,NA,0,69998
"Kia","Seltos S",2023,5182,146,0,32500
"RAM","ProMaster 2500 High Roof",2019,31681,280,1,33500
"BMW","M760 M760i xDrive",2020,23430,NA,0,80998
"Mercedes-Benz","E-Class E 400",2015,30300,329,1,29000
"Cadillac","XTS Luxury",2016,112000,304,1,14599
"INFINITI","Q50 Premium",2014,127356,328,1,19990
"Volkswagen","Touareg V6 Executive",2017,50600,280,1,28890
"Chevrolet","Suburban 1500 LTZ",2011,194000,320,0,9950
"Toyota","Tundra SR5",2021,33455,381,0,44750
"BMW","X1 sDrive28i",2022,43000,228,0,35750
"Mercedes-Benz","GL-Class GL 550 4MATIC",2016,46102,429,0,35300
"Cadillac","XTS Luxury",2019,59000,304,0,21000
"Jaguar","XJ8 Base",2004,134000,294,1,9500
"Chevrolet","Camaro ZL1",2020,3715,650,0,150000
"Mercedes-Benz","Sprinter 2500",2012,100245,188,1,24000
"Mercedes-Benz","C-Class C 300 4MATIC",2022,8583,NA,0,42999
"Dodge","Dakota SLT",2003,141800,230,1,5700
"Audi","A5 2.0T Premium Plus",2012,77000,211,0,13800
"Audi","A5 2.0T Premium",2018,67035,252,1,31500
"Audi","S5 3.0 Premium Plus",2012,61450,333,0,19500
"Porsche","Panamera GTS",2015,39500,440,0,52590
"Mercedes-Benz","AMG GT C",2020,6600,550,0,128900
"Chevrolet","Camaro 2SS",2023,2300,455,0,51500
"Audi","Q7 Premium Plus",2023,10601,NA,0,61998
"Maserati","GranTurismo MC",2018,18000,454,0,67000
"GMC","Sierra 2500 AT4",2022,31681,NA,1,67963
"Cadillac","XT6 Sport AWD",2020,24114,NA,1,49427
"Jeep","Grand Cherokee L Laredo",2022,22109,NA,NA,43389
"Chevrolet","Avalanche 1500 LT",2012,148000,320,0,18000
"BMW","M5 Base",2018,41000,600,0,60200
"Nissan","Titan SE",2009,127600,317,0,19500
"Dodge","Ram 1500 SRT-10 Quad Cab",2005,138450,500,1,19000
"GMC","Sierra 1500 SLT",2013,230000,315,0,15500
"Lexus","RX 350 F Sport",2017,53649,295,0,33000
"Mercedes-Benz","GL-Class GL 450 4MATIC",2012,174000,335,1,11999
"INFINITI","QX80 Luxe",2022,49860,NA,1,47645
"Mercedes-Benz","AMG C 63 S",2021,13650,503,0,75000
"BMW","528 i xDrive",2016,134000,240,1,13500
"Porsche","911 Carrera",2014,78000,350,0,68000
"Porsche","Boxster S",2005,65750,280,0,21750
"BMW","X6 M Base",2021,18000,600,0,94000
"Ford","Mustang Premium",2007,121630,210,0,9450
"Rivian","R1S Launch Edition",2023,4500,835,0,89999
"Volvo","XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger",2022,9408,NA,0,61999
"BMW","528 i xDrive",2016,120000,240,0,16000
"Cadillac","Escalade ESV Platinum",2016,168600,420,0,29500
"Chevrolet","Corvette Base",2004,43705,350,0,25900
"Audi","A5 2.0T Premium",2013,111000,211,0,11500
"Audi","TT 2.0T Premium",2012,64549,211,0,17000
"Buick","LaCrosse CX",2007,53000,200,0,6500
"Chevrolet","Camaro 2SS",2017,13465,455,0,44900
"Tesla","Model Y Long Range",2023,5844,425,0,52000
"BMW","M3 Base",2015,74000,425,0,40000
"Kia","Optima LX",2011,100331,200,1,6900
"Toyota","Supra 3.0 Premium",2022,24850,382,0,53568
"Lincoln","Nautilus Reserve",2021,17467,NA,0,43860
"Nissan","Pathfinder SL",2015,115000,260,0,11995
"BMW","X5 xDrive50i",2015,72000,445,1,26500
"Mazda","MazdaSpeed3 Grand Touring",2008,162000,263,1,6500
"GMC","Yukon XL SLT",2017,47589,355,0,45500
"Toyota","bZ4X Limited",2023,6548,NA,0,41999
"RAM","ProMaster 2500 High Roof",2018,10339,280,0,36990
"RAM","1500 Classic SLT",2021,32092,NA,0,35113
"Lexus","GS 350 Base",2014,85275,NA,1,23998
"Hyundai","Tucson Limited",2016,138000,175,0,10990
"Chevrolet","SSR Base",2003,87500,300,0,16999
"Maserati","GranTurismo Base",2013,34920,440,0,38900
"Tesla","Model X Performance",2020,27224,NA,0,65999
"BMW","M2 Base",2018,25000,365,0,52000
"Tesla","Model Y Long Range",2021,14642,425,0,48500
"Subaru","Outback 2.5i Limited",2015,162000,175,0,13999
"Buick","Roadmaster Estate",1996,119500,260,1,16999
"Land","Rover Range Rover 5.0L Supercharged",2017,101800,510,0,36500
"Ford","Expedition Max XLT",2021,84351,NA,0,42691
"Nissan","Leaf SL",2012,26930,107,0,6700
"Toyota","Tacoma TRD Pro",2019,40698,NA,0,42886
"Mercedes-Benz","AMG GT 63 S 4-Door",2020,40000,630,0,112500
"BMW","230 i",2019,30000,248,1,29000
"Lexus","ES 350 Base",2007,78980,272,1,10600
"Porsche","911 Carrera S Cabriolet",2007,28844,NA,NA,69995
"Porsche","Taycan Turbo",2020,21028,NA,0,96900
"Maserati","Levante Modena",2023,5409,NA,0,88950
"Dodge","Challenger SRT Hellcat",2020,12700,717,1,69900
"Mazda","Mazda6 Touring",2021,19000,187,NA,25900
"Audi","S4 3.0T Premium",2019,12000,349,0,48000
"Ford","Mustang GT Premium",2016,25717,435,0,33900
"Tesla","Model Y Long Range",2022,12055,425,0,44400
"Audi","TTS 2.0T Premium Plus",2011,69700,265,1,23000
"BMW","M2 Competition",2020,25013,405,0,55000
"Audi","Q4 e-tron Sportback Premium",2023,1156,295,0,54900
"BMW","740 i",2016,57939,320,0,27500
"Mercedes-Benz","AMG GLE 43 Coupe 4MATIC",2018,52694,385,0,49999
"Mercedes-Benz","S-Class S 550 4MATIC",2015,54000,449,0,37000
"Honda","S2000 Base",2002,110500,240,0,27000
"Chevrolet","Corvette Base",2000,97500,345,0,10000
"Chevrolet","Colorado Z71",2020,20909,NA,0,35387
"Mercedes-Benz","S-Class S 63 AMG",2013,77648,536,0,40000
"Bentley","Continental GTC Base",2013,79422,616,0,64000
"GMC","Sierra 2500 SLE H/D Extended Cab",2002,53850,340,1,16900
"Audi","SQ5 3.0T Premium",2020,21832,349,0,42000
"Toyota","Corolla iM Base",2017,41932,137,0,18700
"GMC","Yukon XL SLT",2017,110000,355,1,34999
"Toyota","Tundra 1794",2020,67400,381,0,47500
"Subaru","WRX Premium",2017,62662,268,1,24000
"Subaru","WRX Base",2015,102000,268,1,18000
"INFINITI","Q50 Premium",2014,79785,328,1,16488
"Chevrolet","Suburban Premier",2017,166549,355,1,24950
"Toyota","Sequoia Limited",2006,190656,273,1,8900
"Dodge","Challenger R/T Scat Pack",2016,7928,NA,0,37500
"Porsche","Cayenne GTS",2009,135606,405,0,15000
"Kia","Telluride S",2023,14700,291,0,39900
"Mercedes-Benz","AMG E 63 S 4MATIC",2019,12985,603,1,96000
"BMW","Z4 sDrive35is",2014,4200,335,0,64995
"Subaru","Impreza 2.0i Sport",2017,44000,152,0,23500
"Dodge","Dart SE",2015,66000,160,0,12000
"Land","Rover Range Rover P525 Westminster",2021,17945,NA,0,89900
"Nissan","370Z Base",2013,106700,332,0,17500
"Cadillac","Escalade ESV Luxury",2020,120000,420,0,55000
"Mercedes-Benz","E-Class E 350",2012,59600,302,0,19900
"Kia","Optima Hybrid EX",2012,117220,206,0,8900
"Chevrolet","Silverado 3500 LTZ",2022,85200,445,0,67500
"Volkswagen","Golf GTI 2.0T SE 4-Door",2018,63450,220,0,24325
"Dodge","Ram 1500 SRT-10",2004,73000,500,0,22500
"Scion","tC Anniversary Edition",2014,115000,179,0,11495
"Land","Rover Range Rover 5.0L Supercharged Autobiography",2016,56000,510,0,49900
"Lexus","LS 500 Base",2018,67296,NA,0,40900
"Chevrolet","Suburban 1500 LT",2015,179200,355,1,16000
"Maserati","GranTurismo Base",2015,28000,444,0,44999
"Porsche","911 Carrera Turbo",2003,155000,415,0,55000
"Hyundai","Sonata Hybrid Base",2012,154000,206,1,8500
"Cadillac","CTS Luxury",2012,62500,270,1,18955
"BMW","323 Ci",2000,177700,170,0,2500
"Tesla","Model 3 Standard Range Plus",2019,83700,NA,1,26000
"Chevrolet","1500 Cheyenne Extended Cab",1995,120000,NA,1,6500
"Nissan","370Z Touring",2012,65000,332,0,21500
"Mercedes-Benz","GLS 450 Base 4MATIC",2018,62808,NA,1,38598
"Ford","Mustang GT Premium",2021,3000,460,0,49500
"Audi","Q5 2.0T Premium",2012,119000,211,0,12000
"RAM","2500 Big Horn",2013,198868,350,0,25000
"Dodge","Ram 1500 ST",2011,188000,210,1,8500
"Mercedes-Benz","C-Class C 300 4MATIC Sport",2013,157405,248,0,10750
"Dodge","Challenger SRT Hellcat",2016,8228,707,0,62500
"Land","Rover Range Rover 3.0L Supercharged HSE",2018,73101,380,0,42950
"BMW","M4 Base",2018,10950,425,0,60995
"Mercedes-Benz","S-Class S 560 4MATIC",2018,63160,463,1,47000
"Land","Rover Range Rover 5.0L V8 Supercharged",2019,31866,NA,0,68900
"Chevrolet","Express 3500 Base",2009,75000,319,0,18900
"Toyota","4Runner TRD Pro",2016,98000,270,1,36000
"Mazda","MX-5 Miata Grand Touring",2012,33576,167,0,18900
"Volkswagen","Touareg VR6 Lux",2012,123200,280,1,12449
"Jaguar","XJ Base",2013,112000,340,0,8800
"Chevrolet","Camaro 2SS",2010,68000,426,1,19500
"INFINITI","G37 x",2012,120000,328,1,14500
"BMW","X6 xDrive50i",2019,45000,445,1,46999
"Chevrolet","Camaro LT1",2022,6700,455,0,39500
"Porsche","Taycan Base",2021,6785,NA,0,108900
"Mercedes-Benz","S-Class S 63 AMG",2015,40900,577,0,59750
"Cadillac","Escalade ESV Premium Luxury",2018,74150,420,0,45000
"Toyota","Camry Hybrid XLE",2014,94448,200,0,15999
"Audi","A6 3.0T Prestige",2015,108000,310,0,19998
"BMW","X5 M Base",2012,118000,555,1,17000
"Jaguar","F-PACE SVR",2020,38800,550,0,57500
"BMW","740 i",2017,55000,320,0,40000
"BMW","M340 i xDrive",2021,34967,382,1,49999
"Jeep","Wrangler Unlimited Sport",2016,85325,285,0,30000
"RAM","2500 Tradesman",2018,63750,410,0,36000
"Ford","Mustang V6",2016,87248,300,0,19999
"BMW","328 i",1997,206000,190,1,15900
"Mercedes-Benz","GL-Class GL 450",2011,112854,335,0,11999
"Rivian","R1S Adventure Package",2023,1150,835,0,96850
"Tesla","Model Y Long Range",2023,10000,425,0,48000
"Mercedes-Benz","E-Class E 350",2022,14100,255,0,53000
"BMW","X7 xDrive40i",2023,14360,375,0,85495
"Chevrolet","Trailblazer RS",2023,10000,155,0,32000
"Chevrolet","Suburban 1500 LTZ",2015,217500,355,0,20000
"Chevrolet","Suburban Premier",2021,73846,NA,0,60995
"Jeep","Gladiator Overland",2020,40000,285,0,45000
"GMC","Yukon XL AT4",2023,9980,355,0,82000
"Mazda","Mazda6 Grand Touring Reserve",2019,41997,227,0,24995
"Alfa","Romeo Giulia Ti",2021,2000,280,0,39000
"Mercedes-Benz","CLA-Class CLA 250",2016,42750,208,1,22999
"BMW","330 330i xDrive",2019,19473,NA,0,31698
"Volkswagen","Beetle 2.0T S",2019,35340,174,0,23000
"Mercedes-Benz","CLK-Class CLK 350",2008,93000,268,1,12000
"Audi","RS 7 4.0T Prestige",2014,66150,560,1,47995
"Volvo","XC60 Recharge Plug-In Hybrid T8 Inscription",2022,19352,455,0,54599
"Land","Rover Range Rover Supercharged LWB",2020,81000,518,0,64800
"Toyota","Sequoia Limited",2011,183000,381,0,16000
"Jeep","Wrangler X",2004,44000,190,1,24999
"Audi","S5 3.0T Premium",2021,18100,349,0,51800
"Land","Rover Range Rover Sport Supercharged",2011,40000,510,1,20000
"Mercedes-Benz","Sprinter 2500",2011,120000,188,0,31999
"Toyota","Sequoia Platinum",2023,325,437,0,84997
"Maserati","Quattroporte S GranLusso",2017,55000,405,0,39100
"Toyota","Land Cruiser Base",1996,233000,NA,0,7500
"Lamborghini","Aventador SVJ Base",2021,6987,NA,0,749950
"Ford","Mustang Bullitt",2019,48500,480,1,44999
"RAM","2500 Tradesman",2018,52000,350,0,50000
"Toyota","FJ Cruiser Base",2007,179000,239,1,17900
"Dodge","Charger Scat Pack",2019,42626,485,0,42000
"Lexus","GX 460 Base",2018,65900,301,1,34700
"Genesis","GV80 2.5T",2022,7523,NA,0,54543
"Jaguar","F-PACE 30t R-Sport",2019,34365,NA,0,59598
"Kia","Sportage S",2021,16949,NA,0,24995
"Mercedes-Benz","S-Class S 580 4MATIC",2022,7968,496,0,104999
"Porsche","Panamera Base",2018,61000,330,0,57500
"INFINITI","QX80 Base",2018,100564,NA,0,23105
"Ford","Maverick Lariat",2022,13700,191,0,39500
"Kia","Telluride SX",2021,38612,NA,0,42242
"Chevrolet","Colorado Z85",2005,155000,220,1,7995
"Mercedes-Benz","E-Class E 550",2017,56000,402,0,35750
"Land","Rover Range Rover Sport SVR",2022,15107,NA,0,114900
"Toyota","Corolla Hybrid LE",2022,44459,121,0,22945
"Mercedes-Benz","E-Class E 300 4MATIC",2017,31000,241,1,38000
"Mercedes-Benz","SLK-Class SLK 350",2012,44000,302,1,22222
"Mercedes-Benz","E-Class E 400 4MATIC",2018,22558,NA,0,47645
"Jeep","Wrangler X",2003,116157,210,0,14250
"Lincoln","Navigator Premiere",2018,23500,450,1,50000
"Chevrolet","Corvette Base",2008,28150,430,0,31000
"GMC","Yukon XL Denali",2016,137500,420,1,29500
"Mercedes-Benz","Metris Base",2021,2284,NA,0,157500
"Land","Rover Range Rover P530 SE LWB 7 Seat",2023,350,523,0,195000
"Ford","Explorer XLT",2017,169000,290,0,13000
"Ferrari","488 GTB Base",2018,17761,NA,0,243900
"Chevrolet","Camaro 2SS",2010,8949,426,0,30000
