"Brand","Model","Model_year","Mileage","Horsepower","Accident","Price"
"Ford","F-150 Heritage XL SuperCab Flareside",2004,60260,380,1,30500
"Mazda","MazdaSpeed Miata MX-5 Base",2004,33362,178,1,17599
"GMC","Acadia Denali",2021,47907,NA,0,38436
"Mercedes-Benz","Metris Base",2016,17340,208,0,29000
"Cadillac","DeVille Base",1994,85000,NA,0,7900
"Ford","Expedition EL XLT",2011,195500,310,0,8999
"Chevrolet","Monte Carlo SS",2000,74000,200,0,4700
"RAM","1500 Big Horn",2015,140500,395,1,14000
"Jeep","Commander Base",2006,212500,210,0,6500
"Lexus","IS-F Base",2010,77400,416,1,34500
"Ford","Utility Police Interceptor Base",2017,118000,365,0,15000
"Porsche","Carrera GT Base",2005,4400,605,0,1599000
"Cadillac","Escalade ESV Luxury",2016,146200,420,0,24500
"Tesla","Model Y Performance",2020,39000,455,0,43000
"Chevrolet","Avalanche 1500 LS",2005,130000,295,0,7200
"Ford","F-150 Lariat",2021,33080,325,0,47850
"Mercedes-Benz","GLB 250 Base 4MATIC",2023,1219,NA,0,46479
"Jeep","Wrangler Sport",2016,41000,285,0,25000
"Nissan","350Z Touring",2004,110897,287,1,11500
"Chevrolet","Corvette Z06",2016,49000,650,0,75000
"Pontiac","Solstice GXP",2007,47000,260,0,13300
"Hyundai","Sonata SE",2018,57690,185,1,15900
"Mercedes-Benz","SLS AMG Base",2012,17941,NA,0,226000
"Lincoln","Navigator Reserve",2018,54000,450,1,46500
"Nissan","Maxima SL",2007,101600,255,0,6700
"Ford","Ranger XLT",2021,89000,270,0,34000
"Tesla","Model 3 Long Range",2021,18000,NA,0,42500
"Jaguar","XE 35t Premium",2017,55000,340,0,25000
"Lincoln","MKZ Reserve",2017,71964,240,0,18750
"Cadillac","Escalade ESV Platinum",2020,92000,420,0,50000
"Ford","Fusion SE",2012,160000,240,0,4500
"Mercedes-Benz","E-Class E 350",2012,95816,302,0,12000
"Jeep","Wrangler Unlimited Sport",2014,132600,285,1,17000
"Cadillac","DeVille Base",1994,47000,NA,0,5990
"Jeep","Wrangler Sport",2010,149460,202,0,10700
"Jeep","Wrangler Sport",2011,109646,NA,0,16998
"Acura","MDX 3.5L w/Technology Package",2019,90605,NA,0,27698
"Volkswagen","Jetta 1.4T S",2019,59000,147,0,17000
"Chevrolet","Camaro Z28",2002,48000,310,0,21999
"Chevrolet","Corvette Z06",2016,41500,650,0,66000
"Porsche","Cayman R",2012,54000,330,0,75000
"Porsche","Cayenne Base",2018,70455,300,0,45855
"Subaru","Crosstrek 2.0i Limited",2018,84054,152,0,21499
"BMW","750 Li",2007,114528,360,0,9000
"Jeep","Wrangler Sahara",2013,111850,285,1,26500
"GMC","Sierra 2500 AT4",2020,52673,445,0,69500
"BMW","X3 M AWD",2021,31500,473,0,54500
"BMW","335 i",2011,73000,300,0,16000
"Jeep","Wrangler Unlimited Sahara",2019,59692,285,0,35900
"Toyota","Corolla S Plus",2016,68364,132,0,16000
"Land","Rover Discovery HSE LUXURY",2017,47200,340,1,29000
"Mercedes-Benz","E-Class E 450 4MATIC",2021,18000,362,1,62000
"Ford","Fusion Hybrid Base",2012,158366,191,1,8250
"BMW","X1 xDrive 28i",2017,49700,228,0,26000
"GMC","Terrain SLE",2010,81500,182,0,12250
"BMW","i3 120Ah w/Range Extender",2019,16975,170,0,26990
"Porsche","911 GT3",2018,5989,NA,0,209000
"Ford","Mustang SVT Cobra",2003,16100,390,0,35500
"Land","Rover Range Rover Supercharged LWB",2020,54225,518,0,67500
"RAM","2500 Big Horn",2016,89500,410,0,35000
"Ford","E250 Cargo",2013,87501,225,1,17777
"MINI","Countryman Cooper S ALL4",2018,12370,189,0,28900
"RAM","1500 Classic Tradesman",2019,12466,395,0,28995
"Volvo","C70 T5",2011,199000,227,1,5500
"Mercedes-Benz","SL-Class SL600 Roadster",2007,78200,510,1,22999
"Toyota","Camry Hybrid XLE",2018,22000,208,0,29500
"GMC","Acadia SLE-2",2016,100795,NA,1,12995
"Chevrolet","Impala 1LT",2019,99941,NA,0,17816
"Jeep","Grand Cherokee L Laredo",2021,23588,NA,NA,38633
"Jeep","Liberty Sport",2003,103000,210,0,5200
"Jaguar","XF Luxury",2009,91491,300,0,7000
"Honda","Civic Sport",2020,23131,NA,1,23739
"Subaru","Outback 2.5i Premium",2019,77000,175,1,18749
"Land","Rover Range Rover Sport HSE Dynamic",2019,20500,380,0,76000
"Tesla","Model Y Long Range",2022,500,425,0,45900
"Lexus","ES 350 Base",2019,49810,302,1,33900
"Honda","CR-V Touring",2022,20229,NA,0,36727
"Alfa","Romeo Giulia Quadrifoglio",2021,10558,505,0,75000
"BMW","330 i",2005,59300,225,0,30900
"Maybach","Type 57 Base",2004,34254,543,0,64250
"Lexus","ES 250 Base",2021,24364,NA,0,37998
"Mercedes-Benz","Sprinter 2500",2016,139200,161,1,22000
"Mercedes-Benz","E-Class E 350",2012,82046,302,0,13999
"Dodge","Dakota Sport",1997,285000,230,0,6399
"RAM","1500 Tradesman/Express",2017,26269,NA,1,25307
"Mazda","CX-9 Touring",2016,127131,227,1,16770
"Porsche","911 Turbo S",2019,31000,580,0,179900
"BMW","X3 xDrive30i",2021,27000,248,0,38400
"Jeep","Grand Cherokee Limited",2015,93400,290,0,18900
"BMW","X7 xDrive40i",2021,9200,335,1,71200
"Mercedes-Benz","SL-Class SL 550",2014,76850,429,1,32999
"Bentley","Continental GT W12",2016,61160,582,1,98000
"Jeep","Wrangler Unlimited",2005,146000,190,1,15900
"Tesla","Model S 100D",2017,38957,NA,0,46750
"Volkswagen","Golf SportWagen TSI SE",2017,33850,170,0,16500
"Jeep","Wrangler Unlimited Sahara",2020,61830,NA,1,39860
"Kia","Sorento SXL",2017,108559,NA,0,15998
"Lexus","LS 430 Base",2006,192000,278,1,7390
"Mercedes-Benz","E-Class E 350 4MATIC",2014,83112,302,0,15500
"Tesla","Model X 75D",2016,52000,518,0,52000
"RAM","1500 Rebel",2020,57300,395,0,43500
"MINI","Cooper Base",2008,104500,118,1,4100
"Jeep","Cherokee Sport",1996,170552,190,1,6500
"Ford","Mustang GT Premium",2013,18000,412,0,29000
"Lincoln","Navigator Reserve",2019,39000,450,0,51999
"Jeep","Gladiator Rubicon",2020,38000,285,0,45000
"Porsche","Cayman GT4",2016,15168,385,0,115000
"Honda","Civic EX",2012,167506,140,0,6500
"Jeep","Grand Cherokee Laredo",2012,166000,290,1,13000
"Ford","Shelby GT500 Base",2021,19200,760,0,82950
"Land","Rover Defender SE",2022,46000,395,0,75000
"Hummer","H3 Base",2007,201000,242,1,7200
"Kia","Sportage LX",2014,87000,182,1,8900
"GMC","Yukon XL 1500 SLT",2015,145000,355,0,24950
"Jeep","Wrangler Unlimited Sport",2020,33060,285,0,36500
"Ford","Bronco XLT",1995,195000,NA,0,15000
"Tesla","Model S Long Range Plus",2021,10550,557,0,67800
"Audi","A6 3.0T Prestige",2014,89500,310,0,18000
"Jeep","Wrangler 80th Anniversary",2021,27000,285,0,37500
"Jeep","Wrangler Sport",2010,87250,202,0,18500
"Volkswagen","CC 2.0T Sport",2016,76495,200,1,13000
"Cadillac","SRX Luxury Collection",2016,70503,308,0,15500
"Porsche","Cayenne Turbo",2009,41965,500,1,35000
"Toyota","4Runner 4WD",1999,267000,150,1,8000
"Mitsubishi","Eclipse GT",2003,146000,200,1,4200
"Chevrolet","Corvette Stingray w/1LT",2023,9000,490,0,82500
"Toyota","GR86 Premium",2022,1050,228,0,40000
"Land","Rover Range Rover P525 Westminster",2021,22270,NA,0,89900
"Ford","Mustang GT Premium",2012,19900,412,0,26500
"Tesla","Model Y Long Range",2020,19800,425,0,44990
"RAM","1500 Sport",2012,113500,390,0,17900
"Lamborghini","Gallardo LP550-2",2013,22000,550,0,150000
"INFINITI","Q60 3.0t Red Sport 400",2022,3300,400,0,54000
"Volkswagen","e-Golf SE",2016,41615,115,0,12000
"Tesla","Model X Long Range",2022,11860,670,0,92500
"BMW","M5 Base",2015,27000,560,0,52500
"Kia","K5 GT-Line",2022,22101,NA,1,29430
"Chevrolet","Caprice Classic Base",1996,60000,260,NA,18500
"Subaru","BRZ Limited",2013,46452,200,0,22888
"Lincoln","MKZ Reserve I",2019,36000,245,0,26500
"Chevrolet","Corvette Grand Sport",2019,13100,460,0,61950
"Audi","Q5 2.0T Premium Plus",2019,50000,248,1,27000
"Mazda","CX-9 Signature",2018,19500,227,0,32250
"Ford","Mustang GT",2016,36000,435,1,31000
"Rolls-Royce","Wraith Base",2016,21000,624,NA,217000
"Chevrolet","Camaro 1SS",2022,6640,455,0,51999
"BMW","X5 xDrive35i",2016,74850,300,1,21900
"Nissan","Maxima SV",2014,117000,290,1,10900
"Toyota","Tundra TRD Pro",2016,51400,381,NA,39900
"INFINITI","QX60 AUTOGRAPH",2022,6000,295,0,57999
"Mitsubishi","Lancer Evolution MR",2006,128000,286,0,37999
"BMW","X3 xDrive30i",2021,15000,248,0,39995
"Toyota","Tundra SR5",2016,119000,381,0,29950
"Lincoln","Mark LT Base",2006,87500,300,1,12999
"Ford","Flex SEL",2011,149000,262,0,7999
"Audi","Q5 2.0T Premium Plus",2015,54700,220,1,20995
"Ford","F-150 XL",2021,45979,NA,0,38532
"Lincoln","Continental Reserve",2017,56846,335,0,29000
"Tesla","Model X 75D",2017,94100,518,1,49900
"Jeep","Grand Cherokee Limited",2017,80150,293,1,22500
"GMC","Terrain SLT-1",2013,11563,182,1,12300
"Tesla","Model X Long Range",2022,7500,670,0,84000
"Mercedes-Benz","AMG E 53 Base 4MATIC",2021,15615,429,0,78000
"Subaru","Impreza WRX Base",2013,113000,265,1,16000
"Kia","Optima S",2018,74000,185,0,15000
"Mercedes-Benz","M-Class ML 350",2011,99200,268,0,11900
"Volkswagen","Beetle 2.0T S",2018,36824,174,0,23999
"Acura","RSX Base",2005,186040,160,1,6700
"GMC","Acadia SLE",2020,58000,310,0,27700
"Ford","F-150 Lariat",2020,31250,325,0,42500
"Jeep","Gladiator Overland",2020,43000,285,0,46500
"Toyota","Tacoma TRD Sport",2020,41199,NA,0,41598
"Kia","EV6 GT-Line",2022,22000,320,0,45000
"Genesis","GV70 3.5T Sport",2022,12900,375,0,53000
"Ford","Explorer ST",2022,10500,400,NA,50000
"MINI","Countryman Cooper",2020,74725,NA,0,21612
"Mazda","CX-5 Grand Touring",2021,61117,NA,0,26485
"BMW","325 i",2003,142000,184,1,4800
"Ford","Mustang EcoBoost Premium",2019,31000,NA,0,34700
"Toyota","Yaris L",2012,129355,106,1,7950
"Chevrolet","Express 1500 Base",2010,204000,310,1,4900
"Lincoln","Navigator L Select",2016,115600,380,0,22500
"Jeep","Wrangler Sahara Altitude",2023,1563,285,0,62500
"Bentley","Continental GT Base",2007,72166,552,1,35995
"Lexus","RX 350 F Sport",2018,26100,295,0,37899
"BMW","430 i",2017,58880,248,0,21000
"Cadillac","Escalade Sport Platinum",2021,26000,420,0,104000
"Honda","Civic EX",2008,190640,140,1,5500
"Porsche","Cayenne AWD",2020,37500,335,0,59900
"Ford","Mustang Mach-E GT",2022,13856,480,0,54000
"Cadillac","ATS 2.5L Luxury",2013,225000,202,0,13600
"Lexus","LS 460 Base",2014,123256,386,0,24995
"Cadillac","Escalade Premium Luxury",2021,11459,420,0,88900
"Mercedes-Benz","C-Class C 300 4MATIC Sport",2016,67289,241,0,20490
"Hyundai","Veloster Base",2013,56837,132,1,10500
"Chevrolet","Corvette Base",2002,44168,350,0,30000
"Mercedes-Benz","C-Class C 300 4MATIC",2019,59766,NA,0,26900
"Kia","Stinger GT",2018,56300,365,0,29950
"Volvo","S60 R",2004,167000,300,0,8000
"Chevrolet","Silverado 2500 LT",2015,122770,360,0,27499
"Land","Rover Range Rover 3.0L V6 Supercharged HSE",2019,59271,380,0,54995
"GMC","Sierra 1500 SLE",2015,102000,355,1,24500
"Chevrolet","Silverado 1500 RST",2020,40929,NA,1,44800
"Porsche","911 Turbo S",2019,22000,580,0,174900
"Chevrolet","Suburban Z71",2022,19200,420,0,69790
"Mercedes-Benz","G-Class G 550 4MATIC",2019,32376,416,0,128000
"Porsche","911 Carrera",2023,19800,379,0,134900
"Land","Rover Range Rover Sport HSE",2011,105000,375,0,10000
"Ford","F-250 Lariat",2016,122650,440,0,38900
"Subaru","BRZ Limited",2022,14000,228,0,34999
"Lexus","LS 460 Base",2008,100868,380,0,15397
"Land","Rover Range Rover Sport HSE",2013,111000,375,1,15000
"Cadillac","Escalade Sport Platinum",2021,38500,420,1,94995
"Nissan","Pathfinder S",2020,41250,284,0,21865
"MINI","Cooper S Base",2006,99600,168,0,5500
"Acura","ILX 2.0L w/Premium Package",2013,198000,150,1,11000
"Lexus","RX 350 Base",2021,20598,NA,1,42599
"Porsche","911 Carrera S",2013,52044,400,0,76500
"MINI","Hardtop Cooper S",2022,23777,189,0,30000
"Ford","F-150 Platinum",2018,60660,375,1,46900
"BMW","i3 Base",2015,26000,170,0,14999
"Mazda","CX-5 Touring",2018,61000,187,0,21800
"Lexus","RX 350 F Sport Performance",2020,53750,295,0,32600
"BMW","X5 M50i",2023,13735,NA,0,77897
"Mercedes-Benz","E-Class E 300",2019,32580,NA,0,33998
"Porsche","911 Carrera Cabriolet",2006,96275,325,1,52500
"Ford","F-350 Lariat",2015,162000,440,0,32000
"BMW","X3 xDrive30i",2019,92040,NA,0,24999
"RAM","1500 SLT",2017,73690,395,1,27000
"Toyota","Tacoma Base",2009,48750,159,0,17900
"Cadillac","SRX Performance Collection",2011,124542,265,0,8450
"Ford","Mustang GT Premium",2010,69000,315,0,20000
"Dodge","Ram 2500 Laramie Quad Cab",2004,148000,250,0,19000
"BMW","650 i",2006,122141,360,0,10500
"Subaru","Impreza WRX",2012,106000,265,0,15000
"Ford","Edge Titanium",2017,113294,245,1,16500
"Kia","Telluride SX",2021,24423,NA,0,44315
"Tesla","Model S Long Range",2022,28000,670,0,68750
"RAM","1500 Rebel",2018,54800,395,1,37050
"Ford","Explorer XLT",2017,161000,290,0,17500
"Mercedes-Benz","AMG GLE 43 4MATIC Coupe",2019,28755,385,0,61350
"Audi","Q5 2.0T Premium Plus",2016,52105,220,1,20499
"Nissan","Armada Platinum",2018,119950,390,0,20999
"Mercedes-Benz","SL-Class SL500 Roadster",2003,80081,302,0,12500
"Bentley","Bentayga V8",2021,24500,542,0,165000
"Jeep","Gladiator Overland",2021,4100,285,0,55000
"BMW","M2 CS",2020,9670,444,0,103500
"Dodge","Charger SE",2017,63250,292,0,18650
"Lincoln","MKX Black Label",2017,69431,335,0,26500
"Toyota","Tundra SR5",2015,108044,NA,0,31380
"BMW","335 i",2008,98000,300,0,13998
"BMW","X1 xDrive28i",2019,52253,228,0,34500
"Ford","F-350 Platinum",2022,23850,475,0,99750
"Mercedes-Benz","Sprinter High Roof",2015,1500,188,0,39500
"Dodge","Challenger GT",2021,40000,303,0,32500
"Audi","S4 3.0 Prestige",2012,38718,333,0,31000
"Toyota","Tacoma TRD Sport",2018,84184,NA,0,35998
"Mercedes-Benz","Sprinter 2500 Standard Roof",2021,13344,188,0,56500
"INFINITI","Q50 3.0t Red Sport 400",2018,51850,400,0,28900
"Porsche","911 Carrera 4S",2002,119500,320,1,36995
"Ford","Expedition Max Limited",2021,30918,375,0,51999
"Chevrolet","Corvette Stingray w/3LT",2023,1100,490,0,92000
"Mercedes-Benz","C-Class C 300",2019,40000,255,0,27900
"Jeep","Grand Cherokee Limited",2005,100500,325,0,9998
"Dodge","Charger SRT Hellcat",2020,54320,707,1,67000
"Mercedes-Benz","C-Class C 300 4MATIC",2018,49000,241,0,23450
"Porsche","911 Carrera S",2020,28000,443,0,134999
"Porsche","911 GT3",2022,1750,502,0,275000
"Cadillac","DTS Luxury",2007,130000,275,1,3499
"Maserati","Grecale Modena",2023,3721,NA,0,69645
"Mercedes-Benz","S-Class S 550",2016,78101,449,0,34500
"Chevrolet","Malibu 1LT",2017,54000,160,1,16000
"Nissan","Quest SL",2011,185000,260,1,7500
"Mercedes-Benz","SLK-Class SLK 250",2015,49000,201,0,23500
"GMC","Sierra 2500 Denali",2024,2043,401,0,81500
"Lexus","RX 350 Base",2016,71750,295,0,28000
"Chevrolet","Corvette Stingray w/3LT",2020,5194,NA,0,87500
"BMW","330 i",2019,42200,255,0,27500
"Mercedes-Benz","GLC 300 Base",2020,42717,255,0,33500
"Tesla","Model S 75D",2016,102260,518,0,31300
"Chevrolet","Corvette Stingray w/2LT",2022,11089,NA,0,80900
"Jaguar","XF 25t Prestige",2018,37777,247,0,32500
"Ford","F-150 XLT",2021,35921,NA,0,42995
"Ford","Bronco Outer Banks",2023,1800,275,NA,54900
"Scion","FR-S Monogram",2014,163019,200,1,8900
"Mercedes-Benz","C-Class C 300 4MATIC",2020,14220,255,0,35500
"Chevrolet","Tahoe Premier",2019,48879,NA,0,49573
"BMW","M3 Base",2002,117200,333,0,15000
"Ford","F-150 Lariat",2016,25000,385,0,65000
"BMW","i3 Base w/Range Extender",2014,74500,170,0,11499
"INFINITI","G37 Journey",2013,33300,328,0,21990
"Ford","Expedition XLT",2007,123921,300,0,6900
"BMW","X3 sDrive30i",2021,12800,248,0,39990
"Aston","Martin Vantage GT Base",2015,21100,430,0,80000
"Chevrolet","Tahoe LT",2009,104733,320,0,15000
"Ford","Transit-250 Base",2020,53000,310,1,38500
"Lexus","ES 250 Base",2021,17570,NA,0,39998
"RAM","1500 Rebel",2020,63875,395,1,41900
"Ford","Maverick XL",2023,12500,191,0,29999
"BMW","Z3 3.0i Roadster",2001,103990,225,0,10500
"Chevrolet","Camaro 1SS",2022,7000,455,0,50000
"Chevrolet","Corvette Stingray w/3LT",2023,9000,490,0,92000
"Pontiac","Solstice GXP",2007,7800,260,0,19000
"Cadillac","XTS Luxury",2017,69289,304,1,20997
"Toyota","Highlander Limited",2011,106000,270,1,16600
"Lincoln","Navigator Reserve",2020,68000,450,1,55999
"Toyota","Highlander Hybrid Limited Platinum",2019,13828,306,0,43000
"Audi","A3 2.0T Tech Premium",2018,39600,220,0,26999
"Jeep","Wrangler SE",2003,92000,150,0,12500
"Toyota","Tacoma SR",2022,5020,278,0,36500
"Chevrolet","Trailblazer SS",2007,107800,395,1,15000
"Audi","A5 2.0T Premium Plus",2019,23827,248,0,34995
"Audi","A6 55 Premium",2020,25300,335,0,39900
"Mercedes-Benz","Sprinter 2500",2016,399000,188,1,24500
"Porsche","911 Carrera",2005,46200,325,0,49999
"Chevrolet","Corvette Stingray w/2LT",2022,3158,490,0,85989
"GMC","Acadia SLE",2021,26000,228,0,30900
"Porsche","911 Carrera",2020,12758,379,0,107900
"Chevrolet","Corvette Base",2007,123500,400,1,27000
"Ford","Mustang GT Premium",2018,26840,460,0,42500
"Ford","Edge SEL",2021,17836,NA,0,31933
"Cadillac","Escalade Luxury",2012,114500,403,0,16100
"Chevrolet","Corvette Stingray w/3LT",2022,5400,490,0,89900
"Toyota","Corolla LE",2016,17500,132,0,15100
"Chevrolet","Express 2500 Work Van",2017,56000,285,0,44600
"Chevrolet","Trax LS",2020,20800,138,0,19000
"Volkswagen","Golf Auto TSI S",2015,107543,170,0,13200
"Nissan","Pathfinder Silver",2012,206000,266,0,5000
"Ford","F-150 Platinum",2018,37100,395,0,46000
"Land","Rover Range Rover Velar P380 SE R-Dynamic",2019,19813,380,0,51900
"Kia","Sportage LX",2010,208321,173,0,3500
"Lexus","LS 460 Base",2012,200000,380,1,9995
"MINI","Cooper S Base",2012,66000,181,0,10999
"Bentley","Bentayga Activity Edition",2018,41000,600,0,113000
"Volvo","XC60 T6 Inscription",2019,20623,330,0,36800
"Ford","Explorer Limited",2018,86000,290,0,26900
"Porsche","Cayenne Turbo GT",2022,1766,NA,0,209995
"Mercedes-Benz","G-Class G 550 4MATIC",2016,51354,416,0,73000
"Jeep","Wrangler Unlimited Rubicon 392",2021,38000,470,0,72980
"Toyota","Avalon Hybrid XLE Premium",2015,161000,200,0,11500
"Nissan","Juke SL",2012,74750,188,0,12500
"Porsche","911 Carrera 4",2013,67522,350,1,59500
"MINI","Cooper S Base",2012,152000,181,0,9000
"Subaru","Ascent Touring 7-Passenger",2019,71273,260,0,23900
"Subaru","WRX STI Base",2017,37800,305,0,32500
"Land","Rover Range Rover Sport HSE",2019,42000,340,0,48990
"Kia","Sorento Plug-In Hybrid SX Prestige",2022,10101,261,0,44990
"Chevrolet","Corvette Stingray w/2LT",2022,7900,490,0,92500
"Tesla","Model 3 Performance",2020,45468,455,0,45999
"Nissan","Armada SV",2017,187141,390,0,16995
"Porsche","Cayenne Turbo S",2014,99100,550,0,32000
"Subaru","Outback Touring XT",2021,33500,260,0,34000
"Acura","RLX Advance Package",2016,102665,310,0,15450
"Ford","Mustang GT",2001,52675,260,0,16995
"BMW","330 i xDrive",2017,59203,248,0,23000
"Mercedes-Benz","SL-Class SL550 Roadster",2009,60100,382,0,27000
"Audi","SQ8 4.0T Premium Plus",2021,43238,500,0,76400
"MINI","Cooper S Base",2007,118000,172,0,3600
"Ford","Mustang EcoBoost",2021,17300,310,0,31000
"Audi","RS 7 4.0T Prestige",2016,64800,560,0,50000
"Mercedes-Benz","GLC 300 GLC 300",2022,1408,NA,0,46798
"Volkswagen","Touareg TDI Lux",2015,15167,240,0,35000
"Porsche","Cayenne GTS",2016,64600,440,0,41000
"Jeep","Grand Wagoneer Series III",2022,31112,471,0,83000
"Tesla","Model X 100D",2018,23250,518,0,57000
"MINI","Cooper S Base",2011,63500,181,0,10500
"RAM","1500 Laramie",2022,13464,NA,0,46999
"Chevrolet","Camaro Base",2001,64776,200,0,7500
"Jeep","Cherokee X",2022,9601,NA,0,33498
"BMW","ALPINA B7 xDrive",2013,135000,445,1,14000
"Volvo","XC90 3.2 Premier Plus",2013,208864,240,1,7500
"INFINITI","Q50 3.0T Premium",2016,49872,300,1,21500
"MINI","Cooper Base",2009,90367,118,0,9250
"Porsche","911 Carrera 4S",2014,36670,400,0,82499
"Jeep","Grand Wagoneer Base",2023,3752,NA,0,84620
"Lexus","RX 350 Base",2021,30761,NA,0,44950
"RAM","1500 Laramie",2022,13438,NA,0,46599
"Jeep","Gladiator Overland",2020,9100,285,0,49895
"Chrysler","200 Limited",2017,100600,NA,0,10000
"Ford","Fusion Hybrid Base",2011,223824,156,1,4500
"Audi","A6 2.0T Premium Plus",2016,96000,252,0,21990
"Chevrolet","Silverado 1500 Z71 Extended Cab",2004,185000,295,1,10500
"Porsche","Taycan Base",2021,6900,375,0,79999
"Honda","Accord Hybrid Touring",2017,96400,212,1,18500
"RAM","2500 SLT",2018,67865,410,0,36500
"Land","Rover Range Rover Sport Supercharged",2015,64300,550,0,44850
"Chevrolet","Colorado ZR2",2018,76500,308,0,33500
"GMC","Sierra 2500 Denali",2017,96343,445,1,53000
"Subaru","Crosstrek 2.0i Limited",2018,74600,152,0,24000
"Subaru","Outback 2.5i Limited",2014,157530,NA,1,9995
"Tesla","Model X Plaid",2022,15000,1020,0,95999
"Jeep","Wrangler Unlimited Rubicon",2012,80000,285,0,30000
"Tesla","Model S 100D",2018,83424,518,0,45000
"Mercedes-Benz","C-Class C 300 4MATIC",2021,19000,255,0,37999
"Porsche","911 Carrera S",2013,64000,400,1,67000
"Mercedes-Benz","GLS 450 Base 4MATIC",2019,34068,362,0,46900
"Buick","Envision Preferred",2021,20104,NA,0,33295
"Nissan","Armada Platinum",2022,8400,400,0,59950
"Porsche","911 Turbo",2021,11938,572,NA,209000
"Chevrolet","Corvette Stingray w/2LT",2021,24670,490,0,72500
"Ford","Mustang Shelby GT500",2013,16478,650,0,66400
"Ford","F-150 XL",2018,52500,395,0,35000
"Porsche","Cayenne Turbo",2004,92500,450,0,12000
"Mitsubishi","Eclipse Spyder GT",2008,62930,260,1,10000
"Lexus","GX 470 Base",2007,116600,263,0,19975
"Dodge","Dakota Big Horn/Lone Star",2010,172024,210,1,7500
"Jeep","Wrangler Sport",2012,57237,285,0,22500
"Subaru","Outback Limited",2020,44600,182,0,28300
"Jeep","Wrangler Unlimited Rubicon",2013,181830,285,0,21000
"Subaru","Ascent Touring 7-Passenger",2021,39948,NA,0,36791
"Ford","F-350 XL",2017,156453,440,0,40000
"Porsche","Cayenne Turbo S",2014,156193,550,0,36000
"BMW","X1 xDrive28i",2020,27989,228,0,29000
"Toyota","4Runner Limited",2014,146700,270,1,24999
"GMC","Yukon Denali",2019,88450,420,1,42900
"Toyota","C-HR LE",2020,14065,NA,1,27671
"Subaru","Outback Limited XT",2020,36844,NA,1,30427
"Chevrolet","Silverado 1500 LT Trail Boss",2020,49000,355,0,44900
"BMW","X5 xDrive50i",2013,58000,400,0,17900
"Audi","A6 55 Prestige",2021,22800,335,0,52000
"Subaru","Outback 2.5i Limited",2014,78007,173,0,14750
"Ford","F-250 King Ranch",2020,36500,475,0,69900
"Honda","CR-V EX",2004,156350,160,1,3990
"Lexus","GX 460 Luxury",2021,17710,301,0,59000
"Ford","Explorer XLT",2013,149000,290,1,7850
"Subaru","Forester 2.5i Limited",2015,90000,170,0,16000
"Ford","Bronco Wildtrak Advanced",2022,9990,315,0,64500
"Mercedes-Benz","A-Class A 220 4MATIC",2019,28663,NA,0,29500
"Lexus","NX 200t Base",2015,124250,235,1,17900
"Ford","F-250 Lariat",2017,50780,440,0,61000
"Porsche","911 Carrera C4S",2006,65000,355,NA,43000
"Tesla","Model 3 Long Range",2022,22457,NA,0,40036
"Toyota","Camry XSE",2022,19361,NA,0,38298
"BMW","i3 94 Ah",2017,43000,170,0,16500
"Ford","F-250 XL SuperCab H/D",1993,115000,NA,0,21900
"Porsche","Taycan Turbo",2020,2076,NA,0,115998
"Porsche","911 GT3",2018,9712,NA,0,188900
"Mercedes-Benz","E-Class E55 AMG",2005,131000,469,0,16500
"Toyota","Highlander XLE",2022,31000,295,0,43000
"Volvo","S60 Recharge Plug-In Hybrid T8 Inscription",2021,24158,400,0,44900
"Audi","A6 3.0T Premium Plus",2016,72865,333,1,22000
"Mercedes-Benz","E-Class E 350 4MATIC",2014,89563,302,0,18995
"Nissan","Juke SL",2012,72639,188,1,15000
"Mercedes-Benz","CLS-Class CLS 550",2012,79000,402,0,19999
"Audi","A3 2.0T Premium",2012,111564,200,0,11200
"Lexus","GX 460 Base",2018,75000,301,1,38095
"Ford","Mustang Premium",2007,169613,210,1,5900
"Honda","Pilot EX-L",2011,175000,250,0,9000
"BMW","540 i",2017,98500,335,0,24500
"Chrysler","300 S",2012,53000,292,1,13750
"RAM","2500 Longhorn",2015,72200,370,0,52500
"Acura","TSX Base",2005,151600,200,0,7899
"Lotus","Evora 2+2",2011,20000,276,0,51000
"Chevrolet","Avalanche 1500 LT",2010,170000,320,1,9000
"Ford","F-150 XLT",2019,69800,395,0,34600
"Toyota","Tundra SR5",2020,26300,381,1,46199
"Honda","Fit Sport",2007,156111,109,1,5200
"Chevrolet","Silverado 2500 LTZ",2016,172600,397,1,32500
"Honda","Accord Crosstour EX-L",2010,145000,271,0,9000
"Ford","F-250 XLT Super Duty",2001,64309,260,0,7500
"RAM","1500 TRX",2021,15183,702,0,90000
"Buick","Envision Essence",2020,28548,NA,0,32063
"Volkswagen","Atlas 3.6L SEL Premium R-Line",2022,14000,276,0,46900
"Mercedes-Benz","CLS 450 Base",2019,67000,369,0,44500
"Jeep","Wrangler Unlimited Sport",2017,84786,285,0,23500
"Mercedes-Benz","S-Class S 63 AMG",2008,93000,518,0,17800
"Hyundai","Genesis Coupe 3.8 Track",2010,127500,306,1,6000
"Ford","Mustang Mach-E GT",2022,8000,480,0,60999
"GMC","Canyon Elevation Standard",2022,16500,308,0,32900
"Jaguar","XK Base",2013,55700,385,0,27200
"Ford","F-250 LARIAT",2021,42245,NA,0,76598
"Toyota","RAV4 Base",2009,78500,179,0,12000
