"Brand","Model","Model_year","Mileage","Horsepower","Accident","Price"
"BMW","740 i",2017,55000,320,0,40000
"BMW","M340 i xDrive",2021,34967,382,1,49999
"Jeep","Wrangler Unlimited Sport",2016,85325,285,0,30000
"RAM","2500 Tradesman",2018,63750,410,0,36000
"Ford","Mustang V6",2016,87248,300,0,19999
"BMW","328 i",1997,206000,190,1,15900
"Mercedes-Benz","GL-Class GL 450",2011,112854,335,0,11999
"Rivian","R1S Adventure Package",2023,1150,835,0,96850
"Tesla","Model Y Long Range",2023,10000,425,0,48000
"Mercedes-Benz","E-Class E 350",2022,14100,255,0,53000
"BMW","X7 xDrive40i",2023,14360,375,0,85495
"Chevrolet","Trailblazer RS",2023,10000,155,0,32000
"Chevrolet","Suburban 1500 LTZ",2015,217500,355,0,20000
"Jeep","Gladiator Overland",2020,40000,285,0,45000
"GMC","Yukon XL AT4",2023,9980,355,0,82000
"Mazda","Mazda6 Grand Touring Reserve",2019,41997,227,0,24995
"Alfa","Romeo Giulia Ti",2021,2000,280,0,39000
"Mercedes-Benz","CLA-Class CLA 250",2016,42750,208,1,22999
"Volkswagen","Beetle 2.0T S",2019,35340,174,0,23000
"Mercedes-Benz","CLK-Class CLK 350",2008,93000,268,1,12000
"Audi","RS 7 4.0T Prestige",2014,66150,560,1,47995
"Volvo","XC60 Recharge Plug-In Hybrid T8 Inscription",2022,19352,455,0,54599
"Land","Rover Range Rover Supercharged LWB",2020,81000,518,0,64800
"Toyota","Sequoia Limited",2011,183000,381,0,16000
"Jeep","Wrangler X",2004,44000,190,1,24999
"Audi","S5 3.0T Premium",2021,18100,349,0,51800
"Land","Rover Range Rover Sport Supercharged",2011,40000,510,1,20000
"Mercedes-Benz","Sprinter 2500",2011,120000,188,0,31999
"Toyota","Sequoia Platinum",2023,325,437,0,84997
"Maserati","Quattroporte S GranLusso",2017,55000,405,0,39100
"Ford","Mustang Bullitt",2019,48500,480,1,44999
"RAM","2500 Tradesman",2018,52000,350,0,50000
"Toyota","FJ Cruiser Base",2007,179000,239,1,17900
"Dodge","Charger Scat Pack",2019,42626,485,0,42000
"Lexus","GX 460 Base",2018,65900,301,1,34700
"Mercedes-Benz","S-Class S 580 4MATIC",2022,7968,496,0,104999
"Porsche","Panamera Base",2018,61000,330,0,57500
"Ford","Maverick Lariat",2022,13700,191,0,39500
"Chevrolet","Colorado Z85",2005,155000,220,1,7995
"Mercedes-Benz","E-Class E 550",2017,56000,402,0,35750
"Toyota","Corolla Hybrid LE",2022,44459,121,0,22945
"Mercedes-Benz","E-Class E 300 4MATIC",2017,31000,241,1,38000
"Mercedes-Benz","SLK-Class SLK 350",2012,44000,302,1,22222
"Jeep","Wrangler X",2003,116157,210,0,14250
"Lincoln","Navigator Premiere",2018,23500,450,1,50000
"Chevrolet","Corvette Base",2008,28150,430,0,31000
"GMC","Yukon XL Denali",2016,137500,420,1,29500
"Land","Rover Range Rover P530 SE LWB 7 Seat",2023,350,523,0,195000
"Ford","Explorer XLT",2017,169000,290,0,13000
"Chevrolet","Camaro 2SS",2010,8949,426,0,30000
"Land","Rover Range Rover 3.0L Supercharged HSE",2016,103000,380,0,33999
"Porsche","911 Carrera 4 Cabriolet",2003,87600,315,1,32000
"Mercedes-Benz","CLA-Class CLA 250",2015,76753,208,1,15999
"Mercedes-Benz","Metris Base",2019,10500,208,0,79500
"Mercedes-Benz","E-Class E 350 4MATIC",2011,199000,268,0,9250
"Lexus","LS 460 L",2007,127980,380,0,9999
"BMW","X6 xDrive40i",2023,16307,335,0,71400
"Jaguar","XE 25t",2019,41452,247,1,22500
"Genesis","G80 3.3T Sport",2019,57500,365,0,32990
"BMW","M2 Competition",2020,500,405,0,70000
"Subaru","Impreza WRX Premium",2014,55000,265,0,30000
"GMC","Sierra 2500 Base",2021,8210,401,0,55000
"Mercedes-Benz","Sprinter Normal Roof",2013,39748,188,1,54995
"Toyota","Land Cruiser Base",1998,160000,230,1,12490
"Toyota","Tacoma PreRunner",2013,65000,159,0,20500
"BMW","Z4 sDrive28i",2016,59000,240,0,25000
"BMW","530e Base",2022,22700,288,0,47000
"Mercedes-Benz","GLA 250 Base 4MATIC",2018,56578,208,0,20900
"Hyundai","Genesis 4.6",2010,153332,378,1,10000
"Cadillac","ATS 3.6L Luxury",2013,89700,321,0,17999
"Lincoln","Town Car Signature",2002,118600,220,1,5230
"GMC","Sierra 1500 SLT",2021,23400,420,0,52000
"Mercedes-Benz","Sprinter High Roof",2015,110000,188,0,29000
"Jaguar","XJ Vanden Plas",2008,87888,300,0,11990
"Audi","S3 2.0T Premium Plus",2015,78124,292,0,21500
"Subaru","WRX Limited",2015,91000,268,1,19000
"Dodge","Ram 2500 SLT Quad Cab",2003,114000,345,1,10700
"Subaru","WRX Limited",2015,76000,268,0,21000
"Audi","RS 4 4.2 quattro L",2008,146500,420,1,30000
"Porsche","911 Carrera",2007,26021,325,0,53999
"Audi","A4 2.0T Premium Plus",2015,73000,220,1,17200
"Audi","A4 3.2 Premium Plus quattro",2009,153000,265,0,8700
"Ford","Excursion Limited",2003,67550,325,0,30000
"Ford","Excursion Limited",2004,170000,310,0,8500
"Land","Rover Range Rover Sport 5.0L Supercharged Dynamic",2017,53000,510,0,47500
"Audi","Q8 3.0T Prestige",2019,54900,335,1,48500
"BMW","X5 xDrive35i",2016,89000,300,0,24000
"Ford","Bronco Base",2022,6200,275,0,49000
"Hyundai","Genesis Coupe 3.8 Track",2013,89000,344,1,12500
"Toyota","Camry LE",1999,86111,133,1,3500
"Lamborghini","Gallardo LP560-4",2010,45014,560,0,109499
"Ford","Mustang GT Premium",2011,101000,412,0,18500
"GMC","Yukon XL SLT",2016,93000,355,1,30000
"Ford","Mustang V6 Premium",2013,62500,305,0,16000
"Lexus","IS-F Base",2008,75000,416,1,29000
"BMW","435 i",2015,34455,300,0,28000
"Land","Rover Range Rover Supercharged",2010,130000,510,0,15500
"Mercedes-Benz","CLA-Class CLA 250",2014,76170,208,1,16500
"GMC","Yukon SLT",2010,194500,320,1,9500
"BMW","535 i",2008,135000,300,0,5699
"Dodge","Charger GT",2021,33000,300,1,26999
"Hyundai","Genesis 3.8",2010,98700,290,0,10340
"Honda","Civic Type R Touring",2018,72900,306,1,35500
"Dodge","Durango R/T",2016,135000,360,0,20000
"Chevrolet","Silverado 1500 Limited High Country",2022,2550,355,0,60000
"Mercedes-Benz","AMG GT 53 Base",2020,22000,429,0,83999
"Acura","ILX Technology Plus Package",2017,68200,201,1,15750
"Land","Rover Range Rover P530 SE SWB",2023,2800,523,0,175000
"BMW","M3 Base",2008,133500,414,0,18500
"INFINITI","M37 x",2012,49000,330,0,19900
"BMW","650 i",2008,125470,360,0,8000
"Mazda","RX-8 Grand Touring",2008,81219,232,0,8500
"Porsche","Boxster Base",1999,72000,201,0,12250
"Acura","ILX Premium & A-SPEC Packages",2019,19500,201,0,25000
"Porsche","911 Carrera S",2017,20561,420,0,105000
"Lexus","LX 570 Base",2016,33655,383,0,62900
"Toyota","Highlander Limited Platinum",2015,135140,270,0,23500
"Maserati","Ghibli Base",2015,73000,345,0,17999
"Land","Rover Range Rover 3.0L Supercharged HSE",2017,55000,380,1,58000
"Chevrolet","Cruze LTZ",2013,87000,138,1,10000
"BMW","325 xi",2006,137825,215,0,4000
"Acura","MDX Technology",2008,184421,300,0,5000
"Lincoln","MKC Base",2015,95000,240,1,14900
"Bentley","Arnage R",2003,55050,400,0,34995
"Kia","Sorento LX",2021,54200,191,0,23800
"Lexus","SC 430 Base",2002,109762,300,0,15000
"Land","Rover Range Rover Evoque Base",2012,92080,240,0,14500
"Acura","TLX Type S w/Performance Tire",2023,1798,355,0,53000
"GMC","Sierra 1500 SLE Crew Cab",2006,167500,295,0,14500
"GMC","Sierra 1500 Denali Ultimate",2023,2500,420,0,84000
"Mercedes-Benz","E-Class E 400",2016,77000,329,1,24000
"MINI","Hardtop Cooper",2019,19850,134,0,24000
"Ford","Bronco Outer Banks Advanced",2023,3400,275,0,57000
"Ford","F-350 Lariat Super Duty Crew Cab",2009,130200,350,0,28900
"Land","Rover Discovery Sport SE",2017,48200,240,0,24998
"GMC","Yukon XL SLT",2016,183544,355,1,22000
"Ford","Focus RS Base",2016,14900,350,0,39000
"Ford","Bronco Badlands Advanced",2022,4200,315,0,65994
"Hyundai","Genesis 5",2012,15698,429,0,19000
"Jeep","Wrangler Unlimited Rubicon",2022,1750,285,0,65500
"BMW","X4 xDrive30i",2022,34800,248,0,46000
"Mazda","MX-5 Miata Base",2003,9260,142,0,22000
"GMC","Yukon XL SLT",2023,28500,355,0,67800
"Mercedes-Benz","E-Class E 350 4MATIC",2008,91900,268,0,8900
"INFINITI","G35 Base",2004,130000,260,0,7500
"MINI","Hardtop Cooper S",2017,44300,189,0,20784
"Mercedes-Benz","SL-Class SL 550",2013,72500,429,0,31450
"RAM","1500 Tradesman/Express",2017,72000,395,1,24200
"BMW","135 i",2011,132000,300,0,11000
"Hyundai","IONIQ 5 SE",2022,18500,320,0,42000
"Lexus","LS 430 Base",2002,42000,290,1,15999
"BMW","M5 Base",2006,106000,500,0,19500
"GMC","Sierra 1500 SLT",2021,11250,420,0,70250
"Ford","Mustang Premium",2007,126000,210,0,9000
"BMW","M5 Base",2008,77750,500,0,21000
"Toyota","Tacoma SR",2020,27363,278,0,35000
"Ford","F-150 Lightning XLT",2023,208,563,0,89000
"BMW","330e iPerformance",2018,45253,247,0,24995
"GMC","Terrain Denali",2016,144000,301,0,18400
"Ford","Excursion Limited",2004,76163,325,0,20500
"Mitsubishi","Mirage ES",2017,35698,78,0,8750
"Mercedes-Benz","E-Class E 350 4MATIC",2010,27000,268,0,22500
"Mazda","Mazda3 i Sport",2015,162000,155,0,11500
"BMW","M3 Base",2008,77800,414,0,28500
"Mercedes-Benz","E-Class E 350",2014,55000,302,0,19250
"Ford","Bronco Outer Banks Advanced",2022,12000,315,1,65999
"Tesla","Model X 75D",2017,70579,518,0,42250
"Jeep","Wrangler Unlimited Sport",2010,107000,205,1,17500
"Acura","TL 3.2",2008,193783,258,1,10000
"Lexus","IS 350 Base",2014,123000,306,1,18000
"Chevrolet","Equinox LT",2011,130000,264,1,7000
"Mitsubishi","Lancer DE",2009,143346,152,1,3000
"Land","Rover LR2 Base",2015,112465,240,0,11995
"Audi","A5 2.0T Premium",2012,137273,211,0,11000
"Rivian","R1S Launch Edition",2023,299,835,0,92500
"Lexus","RX 450h Base",2018,70780,308,0,35700
"Chevrolet","Tahoe LT",2018,55000,355,0,37900
"Mercedes-Benz","G-Class G 550 4MATIC",2017,23151,416,0,84500
"Cadillac","XTS Luxury",2013,152000,304,1,8500
"Subaru","Outback 3.6R Limited",2016,87092,256,1,19500
"Toyota","Avalon XLS",2004,90625,210,0,5500
"Chevrolet","Traverse RS",2021,44373,310,0,36000
"BMW","330 i",2021,26000,255,0,37000
"Karma","Revero Base",2018,20760,403,0,55500
"GMC","Sierra 2500 Base",2019,58000,360,0,36500
"Lexus","IS 250 Base",2013,148000,204,1,10000
"Porsche","Panamera 2",2011,104000,300,0,20900
"BMW","535 i xDrive",2013,46150,306,1,17000
"Chevrolet","Silverado 2500 High Country",2022,18860,445,0,74500
"Mercedes-Benz","AMG C 63 Base",2017,28399,469,0,55600
"Jeep","Wrangler Sahara",1998,136500,181,0,6999
"Porsche","Boxster S",2005,95170,280,0,24900
"BMW","M3 Base",2006,95450,333,1,42000
"BMW","535 i xDrive",2011,169000,300,1,10999
"Chevrolet","Express 1500 Cargo",2004,152000,195,1,7999
"BMW","X7 xDrive40i",2020,46000,335,0,54999
"BMW","X7 xDrive40i",2022,8000,335,0,85000
"Chevrolet","Silverado 2500 LT",2016,84421,360,0,36800
"Mitsubishi","Outlander SEL",2022,11700,181,0,33000
"Ford","Shelby GT350 Base",2019,2800,526,0,91000
"MINI","Cooper Base",2010,58000,118,0,8000
"Toyota","Prius Touring",2009,142500,76,0,6999
"Cadillac","Escalade ESV Base",2007,191900,403,1,9750
"Audi","A6 2.0T Premium Plus",2016,63398,252,1,19500
"Chevrolet","Suburban 1500 LT",2008,162750,320,1,7200
"Jaguar","XK R",2012,38383,510,0,36949
"Audi","A4 2.0T Premium",2011,90818,211,1,8300
"Cadillac","ATS 2.0L Turbo",2018,32000,272,0,22999
"Ford","Transit-350 Base",2019,94650,275,0,37000
"Mercedes-Benz","G-Class G 63 AMG",2014,49899,536,0,72999
"Jeep","Wrangler Sahara",2011,55000,202,1,35000
"BMW","M4 Base",2015,23700,425,0,42800
"Tesla","Model S P100D",2018,46000,518,0,59500
"Maserati","Ghibli S GranLusso",2020,12118,424,0,52900
"Pontiac","Firebird Trans Am",2001,64000,310,0,21000
"Ferrari","812 Superfast Base",2020,1575,788,0,469900
"Tesla","Model X Long Range Plus",2021,46897,557,0,69000
"Land","Rover Range Rover P400 SE SWB",2022,3369,395,0,139500
"BMW","535 i xDrive",2011,135000,300,0,9999
"BMW","428 i xDrive",2015,125000,240,0,15000
"Cadillac","Escalade ESV Platinum",2017,134000,420,0,32999
"BMW","X5 xDrive35i",2014,143250,300,0,12999
"Lexus","GX 460 Premium",2017,82975,301,0,31000
"MINI","Countryman Cooper S ALL4",2016,91700,181,0,13999
"Ford","F-150 XLT",2018,72393,325,0,35000
"INFINITI","QX60 Base",2016,71000,265,0,21500
"Lexus","RX 350 Base",2012,160900,270,0,15000
"Dodge","Charger Scat Pack",2020,40208,485,1,38000
"Lexus","IS 350 Base",2017,77300,306,0,30000
"Nissan","NV200 SV",2017,16700,131,0,26500
"Subaru","Impreza 2.0i Premium",2013,112000,148,0,9999
"BMW","M3 Base",2016,55250,425,0,49999
"INFINITI","QX80 Luxe",2020,69000,400,0,31450
"Ford","Mustang GT Premium",2016,40570,435,1,30490
"Toyota","RAV4 TRD Off Road",2020,46500,203,0,35200
"Honda","S2000 Base",2000,26900,240,0,35000
"Ford","Bronco Big Bend Advanced",2023,12000,275,0,54000
"Toyota","Sequoia TRD Pro",2023,600,437,0,91995
"Plymouth","Prowler Base",2001,22300,253,0,28500
"Chevrolet","Suburban 1500 LS",2004,171750,295,1,12998
"Mitsubishi","Lancer Evolution GSR",2013,76500,291,0,28000
"Mercedes-Benz","AMG GLE 43 Coupe 4MATIC",2018,49000,385,1,42995
"Audi","R8 5.2 quattro Spyder",2011,75000,525,1,74000
"Ford","Escape XLT",2007,133300,153,0,3000
"BMW","X5 3.0si",2007,99700,260,0,8500
"Chevrolet","Camaro 2LT",2011,126700,312,1,14000
"BMW","340 i",2016,28000,320,0,36995
"Mercedes-Benz","SL-Class SL 550",2012,21300,382,1,38500
"Cadillac","Escalade Platinum",2019,92000,420,0,51900
"Lexus","RC F Base",2015,25756,467,0,49995
"Kia","Forte GT-Line",2021,24534,147,0,21900
"Land","Rover Range Rover Sport Supercharged Dynamic",2018,58100,518,0,53499
"Nissan","Titan S",2017,20220,390,0,32324
"Honda","Accord EX-L 2.0T",2019,40069,252,1,27500
"Subaru","WRX Base",2017,60930,268,0,23750
"Audi","A4 2.0T Titanium Premium",2019,7300,188,0,27900
"Chevrolet","Avalanche 1500 LS",2012,56000,320,1,18000
"Mercedes-Benz","CLA-Class CLA 250",2014,136000,208,1,12000
"BMW","228 Gran Coupe i xDrive",2020,31100,228,0,26999
"Maserati","GranTurismo Base",2012,12100,440,0,37900
"Audi","S4 Base",2007,93000,340,1,10995
"Land","Rover Range Rover Sport Supercharged HSE",2016,99915,340,1,26500
"Chevrolet","Tahoe LTZ",2007,177000,320,1,10750
"Nissan","Xterra S",2008,100900,261,0,6999
"INFINITI","Q60 3.0T Premium",2017,107380,300,1,17500
"Acura","TLX Base",2016,45000,206,0,16500
"Nissan","Frontier SV",2013,67000,261,0,15500
"Chevrolet","Camaro 1SS",2021,12600,455,0,47000
"Porsche","Panamera 4",2018,24882,330,0,59800
"Acura","TLX PMC Edition",2020,6900,290,0,43500
"Hyundai","Palisade SEL",2021,68050,291,0,29600
"Ford","F-250 Lariat",2017,128000,440,0,50000
"BMW","430 i",2021,9472,255,0,51000
"Mitsubishi","Lancer GTS",2009,185963,168,1,5100
"Nissan","NV200 S",2019,52000,131,1,19500
"Buick","Enclave Leather",2015,68653,288,1,18950
"Lexus","RX 330 Base",2004,151896,230,0,7900
"Kia","Forte Koup EX",2013,134207,156,1,5500
"Porsche","Macan Base",2018,82300,252,0,35000
"Lexus","RC 350 Base",2015,124000,306,0,24000
"GMC","Yukon SLT",2002,222600,275,0,4999
"Lamborghini","Urus Base",2021,9500,641,0,279900
"INFINITI","QX60 Base",2014,154247,265,1,12500
"Chevrolet","Silverado 2500 LTZ H/D Extended Cab",2008,128000,353,0,23500
"Maserati","GranTurismo Base",2008,70000,405,1,13000
"BMW","X6 M Base",2016,52375,567,1,48600
"Chrysler","300 S",2016,100574,300,1,17500
"Chrysler","300 Base",2014,85000,292,1,11250
"Chevrolet","Corvette Stingray w/1LT",2021,10400,490,0,72900
"Chevrolet","Camaro 1SS",2019,19200,455,0,41500
"Mercedes-Benz","E-Class E 350 4MATIC",2013,81000,302,1,13000
"Nissan","Versa 1.8 S",2011,165000,122,0,4000
"BMW","M3 CS",2024,124,543,0,145000
"Hyundai","Accent GLS",2013,117500,138,1,6500
"Mercedes-Benz","S-Class S 450 4MATIC",2018,72500,362,0,60000
"Audi","Q5 3.0 TDI Premium Plus",2014,55564,240,1,22500
"Cadillac","LYRIQ Luxury",2023,1090,500,0,68750
"Volvo","XC60 T5 R-Design",2019,43500,250,0,30000
"Mercedes-Benz","AMG GT 53 Base",2019,35000,429,0,83000
"GMC","Yukon SLT",2017,92031,355,1,30000
"Lexus","GS 350 Base",2016,128032,311,0,18000
"Jaguar","XF 25t Premium",2018,18800,247,0,26000
"BMW","M8 Gran Coupe Competition",2023,2900,617,0,117500
"Honda","Ridgeline Black Edition",2017,91600,280,0,26000
"Toyota","4Runner SR5",2019,91843,270,1,30500
"Dodge","Charger R/T 392",2017,73350,485,0,37000
"Tesla","Model S P100D",2018,47000,518,0,49900
"INFINITI","Q50 3.0t Signature Edition",2017,67000,300,0,23000
"BMW","340 i",2016,117660,320,1,19500
"Pontiac","Firebird Trans Am",2001,71448,200,0,10500
"Nissan","NV Passenger NV3500 HD SV V8",2015,86000,317,0,29500
"BMW","135 is",2013,29400,320,0,29000
"Lexus","IS 300 Base",2017,68871,255,0,28450
"Porsche","Cayenne S",2012,126000,400,0,17999
"Pontiac","Solstice GXP",2007,25718,260,0,17900
"Porsche","Panamera Turbo",2015,67210,520,1,51950
"BMW","X6 xDrive35i",2018,27214,300,1,40950
"Ford","F-150 Limited",2019,42728,450,0,45950
"MINI","Cooper S Base",2010,97395,172,0,6699
"Mazda","Mazda3 i SV",2015,91700,155,0,12000
"Mitsubishi","Lancer Evolution MR",2011,94500,291,0,27000
"Chevrolet","Tahoe LTZ",2014,196300,320,0,10995
"Land","Rover Range Rover Sport Supercharged HSE",2015,175000,340,0,19500
"Chevrolet","Suburban 1500 LTZ",2015,159000,355,1,26900
"Chevrolet","Camaro 2SS",2016,74000,455,0,32000
"Chevrolet","Silverado 1500 Hybrid 1HY",2011,82963,332,0,20995
"Nissan","Armada SL",2019,59980,390,0,29000
"BMW","X6 M Base",2017,25000,567,1,65000
"BMW","740 i",2012,126000,326,1,12700
"Toyota","Sequoia TRD Pro",2020,37428,381,0,61599
"Volkswagen","Jetta GLI",2014,99499,210,1,15000
"Honda","Crosstour EX-L",2012,90742,192,0,12980
"Land","Rover Range Rover Sport Supercharged",2014,125000,510,1,22500
"Hyundai","Santa Fe Sport 2.0L Turbo Ultimate",2018,71669,240,0,20000
"Jaguar","F-TYPE R",2018,16002,550,0,74900
"Toyota","FJ Cruiser Base",2014,86000,260,0,41500
"Toyota","Tundra SR5",2019,56000,381,0,42000
"RAM","1500 Sport",2017,41789,395,1,42500
"Ford","Focus SE",2014,60109,160,0,9499
"Mercedes-Benz","GLE 350 Base 4MATIC",2020,48000,255,0,49995
"Acura","TL Type S",2008,122000,286,0,11500
"Land","Rover Range Rover HSE",2012,102800,385,0,16000
"Mazda","CX-9 Signature",2019,69771,227,0,27500
"Ford","F-150 Raptor",2021,28260,450,0,72950
"Honda","Civic Si Base",2020,6025,205,0,27500
"Hyundai","Elantra SE",2018,32697,147,1,15900
"Ford","Excursion Limited",2001,239000,310,0,8000
"Jaguar","F-TYPE S British Design Edition",2017,34150,380,0,45999
"Pontiac","G6 GTP",2006,100545,201,0,5995
"Toyota","FJ Cruiser Base",2007,162000,239,0,23977
"Chevrolet","Tahoe LTZ",2015,102200,355,0,25000
"Bentley","Continental GTC V8",2013,18950,500,0,77999
"Mercedes-Benz","SLK-Class SLK 350",2015,16000,302,1,30500
"Cadillac","Escalade Premium Luxury",2022,19250,420,0,86999
"BMW","535 i xDrive",2015,65000,300,0,24995
"MINI","Cooper S Base",2007,110022,172,0,6250
"Bentley","Continental GT Base",2012,79089,567,0,46999
"Lexus","GX 460 Premium",2023,2533,301,0,64900
"Audi","Q7 3.0T Premium Plus",2014,96273,280,1,15495
"GMC","Sierra 1500 SL Crew Cab",2009,137000,295,0,20000
"Nissan","GT-R Premium",2009,60747,480,1,71999
"Dodge","Ram 1500 ST",2007,36500,210,0,16000
"Ford","Bronco Outer Banks",2021,19590,315,0,54999
"Nissan","GT-R Black Edition",2015,16850,545,0,95000
"Chevrolet","Cruze LT",2012,194000,138,1,4900
"BMW","750 i",2018,81500,445,0,41250
"BMW","535 i xDrive",2015,58664,300,1,20950
"Mitsubishi","Montero Limited",2004,145000,215,0,8950
"Lexus","LS 500 F Sport",2018,15055,416,0,59000
"Tesla","Model S 85D",2015,67647,422,0,28000
"Lexus","LC 500 Base",2021,915,471,0,159000
"Mazda","MX-5 Miata Shinsen",2003,46873,142,0,11500
"Cadillac","Escalade ESV Premium Luxury",2021,53169,420,0,81500
"Lexus","GX 460 Premium",2022,35700,301,1,51900
"Nissan","Pathfinder Platinum",2014,112600,260,1,13000
"BMW","M3 Base",2003,127273,333,0,15000
"Lexus","IS 250 Base",2007,189887,204,1,3995
"BMW","640 i",2012,76465,315,1,22500
"Mitsubishi","Eclipse Spyder GT",2007,136400,260,1,6750
"Ford","Thunderbird Deluxe",2004,79635,280,0,13500
"Buick","Enclave 1XL",2011,170000,288,1,4000
"Ford","F-150 XLT",2018,67650,375,0,30000
"Lexus","ES 350 Base",2016,119850,268,0,19000
"Acura","TL Type S",2008,116500,286,0,15999
"BMW","X3 M40i",2021,36905,382,0,50000
"Jeep","Gladiator Willys",2022,8400,285,1,47000
"Hummer","H2 Base",2003,149961,316,1,12500
"Mercedes-Benz","C-Class C 63 AMG",2014,84500,451,0,41500
"Mercedes-Benz","G-Class G 550 4MATIC",2016,96000,416,0,65000
"Nissan","GT-R Premium",2009,88000,480,1,57000
"Acura","TLX A-Spec",2020,32500,206,0,32000
"Audi","A6 3.0T Premium Plus",2016,71280,333,0,22000
"Porsche","Panamera 2",2011,37200,300,0,27500
"Saturn","Sky Red Line",2008,94291,260,0,14500
"Maserati","Coupe Cambiocorsa",2006,54082,390,0,17000
"Volvo","XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger",2022,7800,455,0,66000
"Jeep","Wrangler Sport",2016,86250,285,0,22000
"BMW","X5 xDrive50i",2016,75479,445,0,27899
"BMW","750 i",2017,24650,445,0,50000
"Volkswagen","Golf R 4-Door",2013,102750,256,0,20000
"Alfa","Romeo Stelvio Base",2018,50000,280,0,27500
"BMW","X5 xDrive35i",2017,72700,300,0,27499
"BMW","X6 M Base",2018,54293,567,1,49000
"Lexus","IS 300 Base",2018,16000,260,1,30500
"Lamborghini","Gallardo SE",2006,19500,493,0,129000
"BMW","428 i",2014,71000,240,1,16700
"BMW","X5 xDrive40i",2019,60000,335,0,36500
"Porsche","Boxster Base",1998,75539,201,0,11995
"Alfa","Romeo Giulia Base",2017,36000,280,0,21000
"Nissan","370Z NISMO Tech",2016,42600,350,1,31950
"Rivian","R1S Adventure Package",2023,211,835,0,99000
"Ford","Fusion Hybrid SE",2019,64532,188,1,19395
"BMW","X3 xDrive35i",2011,75500,300,0,12975
"Buick","Envision Preferred",2019,32000,197,0,27000
"Porsche","Cayenne GTS",2013,98413,420,1,34900
"Audi","RS 5 2.9T",2022,9628,444,0,78500
"Jaguar","XK8 Base",1999,15000,290,0,16370
"Lexus","RX 350 Crafted Line F Sport",2015,110000,270,0,28000
"Mercedes-Benz","Sprinter 3500 High Roof",2022,105,161,0,200000
"Toyota","4Runner Limited",2004,186117,245,0,13000
"Jeep","Wrangler Sport",2002,103500,190,0,12500
"BMW","M3 Base",2011,43000,414,0,50900
"BMW","750 i",2015,70700,445,1,23000
"Ford","Excursion XLT 4WD",2000,205000,310,1,9950
"Audi","SQ5 3.0T Premium Plus",2019,22300,349,0,38999
"Ford","Expedition EL Limited",2017,104000,365,1,19995
"BMW","M4 Competition xDrive",2022,15882,503,0,84995
"Nissan","GT-R Premium",2017,31150,565,0,113000
"Chrysler","200 C",2015,44000,295,1,12700
"Hummer","H2 Base",2003,109000,316,0,17500
"BMW","M4 Base",2020,31350,425,0,62450
"Audi","Q8 55 Premium Plus",2021,30000,335,0,62000
"Land","Rover Range Rover HSE",2012,66500,385,0,19950
"Nissan","Frontier SV",2012,96600,261,1,17000
"Toyota","Highlander LE Plus",2015,198000,270,0,14000
"Audi","S4 3.0T Premium Plus",2013,91877,333,1,24000
"Ford","Expedition Max Limited",2018,45578,375,0,45023
"BMW","228 i",2015,54000,240,1,19996
"Land","Rover Range Rover Sport HST MHEV",2020,52000,395,0,55000
"Porsche","911 Carrera",2008,132500,325,0,35000
"Mercedes-Benz","SL-Class SL63 AMG Roadster",2009,31370,518,0,65700
"Chrysler","Sebring LX",2008,67303,173,0,4900
"Chevrolet","Corvette Stingray w/3LT",2021,12000,490,1,99900
"Ford","Bronco Outer Banks",2023,16500,275,0,54000
"RAM","ProMaster 2500 High Roof",2019,88000,280,1,39900
"Ford","Shelby GT350 Base",2018,18515,526,1,60867
"Tesla","Model 3 Performance",2018,92813,271,0,30499
"Land","Rover Range Rover P530 SE LWB 7 Seat",2023,2100,523,0,172000
"Volvo","XC60 T6 Inscription",2019,58600,330,1,29000
"Lexus","LS 460 Crafted Line",2015,74500,386,0,33900
"Tesla","Model S 100D",2018,33500,518,0,51900
"Cadillac","XT6 Premium Luxury AWD",2023,222,310,0,69000
"Chevrolet","Avalanche 1500 LTZ",2007,75124,310,0,16499
"Chevrolet","Corvette Grand Sport",2013,15500,430,0,45000
"Audi","Q8 55 Premium",2020,34300,335,0,52500
"Honda","Odyssey Elite",2019,82000,280,0,32471
"Porsche","Cayenne GTS Coupe AWD",2023,10000,453,0,145000
"Cadillac","STS V6",2005,96000,260,1,4999
"Dodge","Charger R/T",2021,7751,370,0,41950
"Audi","RS 7 4.0T Performance Prestige",2017,66250,605,1,59200
"Lexus","CT 200h Premium",2012,109000,134,1,14945
"Hyundai","Genesis Coupe 3.8 Base",2015,60000,348,0,17000
"Tesla","Model S Performance",2020,14700,778,0,63000
"Mercedes-Benz","E-Class E 350 4MATIC",2022,9006,255,0,56999
"Toyota","GR86 Base",2022,13400,228,0,33499
"Dodge","Durango SRT",2018,78000,475,1,44700
"Lexus","LX 570 Base",2013,134000,383,1,29995
"Kia","Optima Hybrid EX",2013,104994,199,0,9000
"Bentley","Continental GT V8 S",2016,31500,521,0,103900
"Alfa","Romeo Giulia Base",2020,30000,280,0,28900
"Lexus","LX 600 F SPORT",2023,490,409,0,124999
"Porsche","Taycan Turbo",2020,18000,616,0,105000
"Toyota","Sequoia Limited",2017,67000,381,0,37999
"Kia","K5 EX",2021,8263,180,0,29000
"Chevrolet","Corvette Base",2008,80000,430,0,31000
"Chevrolet","Corvette Stingray w/1LT",2022,6200,490,0,99999
